"game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","Net","Distance","Angle"
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"15M 30S",5,5,4,0,"Olympic (Women) - Finland","Michelle Karvinen","Shot",147,47,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",42.2403835209862,6.11550356628538
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 57S",5,5,4,0,"Olympic (Women) - Finland","Mira Jalosuo","Shot",130,77,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",68.3465434385675,30.316780247604
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 45S",5,5,4,0,"Olympic (Women) - Finland","Riikka Sallinen","Shot",180,44,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",9.12414379544733,9.46232220802561
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 45S",5,5,4,0,"Olympic (Women) - Finland","Riikka Sallinen","Shot",185,43,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",4.03112887414927,7.12501634890176
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 44S",5,5,4,0,"Olympic (Women) - Finland","Riikka Sallinen","Goal",188,41,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",1.80277563773199,56.3099324740202
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 31S",5,5,4,1,"Olympic (Women) - Finland","Minnamari Tuominen","Shot",152,52,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",38.2001308898281,14.4000213067911
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"12M 8S",5,5,4,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",184,44,"Deflection","On Net","f","t",NA,NA,NA,"OnNet",5.22015325445528,16.6992442339936
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"11M 49S",5,4,4,1,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",138,41,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",51.0220540550848,1.68468431789628
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"11M 32S",5,4,4,1,"Olympic (Women) - Canada","Rebecca Johnston","Shot",150,14,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",48.3037265643139,36.1581854398083
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"10M 27S",5,4,4,1,"Olympic (Women) - Finland","Susanna Tapani","Shot",183,44,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.18465843842649,14.0362434679265
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"10M 17S",5,4,4,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",155,7,"Slapshot","On Net","f","f",NA,NA,NA,"OnNet",49.1553659329274,46.2364076028561
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"8M 59S",5,4,4,1,"Olympic (Women) - Canada","Meghan Agosta","Shot",148,64,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",46.2952481362828,27.6720782227588
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"8M 19S",5,4,4,1,"Olympic (Women) - Canada","Meghan Agosta","Shot",136,74,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",61.6542780348615,30.7246934707906
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"8M 16S",5,4,4,1,"Olympic (Women) - Canada","Jennifer Wakefield","Shot",179,40,"Fan","On Net","f","f",NA,NA,NA,"OnNet",10.3077640640442,14.0362434679265
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"8M 15S",5,4,4,1,"Olympic (Women) - Canada","Jennifer Wakefield","Shot",183,44,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",6.18465843842649,14.0362434679265
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"7M 34S",5,5,4,1,"Olympic (Women) - Canada","Melodie Daoust","Shot",182,43,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",7.0178344238091,4.0856167799748
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"7M 34S",5,5,4,1,"Olympic (Women) - Canada","Emily Clark","Shot",185,46,"Deflection","Missed","f","f",NA,NA,NA,"Missed",5.31507290636732,41.1859251657097
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"6M 42S",5,5,4,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",130,15,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",65.0941625647031,24.9903061113248
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"6M 25S",5,5,4,1,"Olympic (Women) - Canada","Brianne Jenner","Shot",163,46,"Fan","Blocked","t","f",NA,NA,NA,"Missed",26.2345192446898,7.66680426181422
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"6M 22S",5,5,4,1,"Olympic (Women) - Canada","Brianne Jenner","Shot",178,60,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",20.6700266085944,57.8477048587177
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"6M 8S",5,5,4,1,"Olympic (Women) - Canada","Brianne Jenner","Shot",176,40,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",13.2382022948737,10.8855270546588
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"6M 2S",5,5,4,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",176,14,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",31.3249102153542,65.4803573118092
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"4M 45S",5,5,4,1,"Olympic (Women) - Finland","Annina Rajahuhta","Shot",164,15,"Fan","Missed","t","f",NA,NA,NA,"Missed",37.1651718682963,47.7263109939063
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"4M 43S",5,5,4,1,"Olympic (Women) - Finland","Ronja Savolainen","Shot",142,7,"Slapshot","Missed","t","f",NA,NA,NA,"Missed",58.9003395575951,37.0644496299112
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"4M 41S",5,5,4,1,"Olympic (Women) - Finland","Annina Rajahuhta","Shot",171,35,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",19.5,22.6198649480404
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"4M 27S",5,5,4,1,"Olympic (Women) - Finland","Minnamari Tuominen","Shot",166,83,"Fan","Missed","t","t",NA,NA,NA,"Missed",46.5752079973885,60.407703640642
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"3M 46S",5,6,4,1,"Olympic (Women) - Finland","Mira Jalosuo","Shot",172,85,"Fan","Missed","t","f",NA,NA,NA,"Missed",45.7739008606433,68.1985905136482
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"2M 57S",5,6,4,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",133,65,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",60.3510563287835,21.8895567699047
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"2M 43S",5,6,4,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",137,19,"Snapshot","On Net","t","t",NA,NA,NA,"OnNet",57.0635610525666,24.3193086111829
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"1M 49S",5,6,4,1,"Olympic (Women) - Finland","Tanja Niskanen","Shot",170,48,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",19.7800404448525,16.1443387802835
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"1M 33S",5,6,4,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",135,79,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",65.1786007827722,34.0557803009324
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"1M 31S",5,6,4,1,"Olympic (Women) - Finland","Susanna Tapani","Shot",185,47,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.02079728939615,48.3664606634298
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,"1M 14S",5,6,4,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",140,67,"Snapshot","On Net","t","t",NA,NA,NA,"OnNet",54.7836654487448,26.565051177078
"2018-02-13","Olympic (Women) - Canada","Olympic (Women) - Finland",3,NA,5,6,4,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",135,29,"Fan","Missed","t","f",NA,NA,NA,"Missed",55.6619259458384,14.0362434679265
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"19M 43S",5,5,0,0,"Olympic (Women) - Canada","Emily Clark","Shot",183,22,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",21.3600093632938,73.6861475737394
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"18M 9S",5,5,0,0,"Olympic (Women) - United States","Lee Stecklein","Shot",128,47,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",61.1657583947097,4.21909534924847
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"17M 8S",5,5,0,0,"Olympic (Women) - United States","Amanda Pelkey","Shot",169,5,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",42.5,61.927513064147
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"16M 24S",5,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",182,15,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",28.3769272473254,75.7189042640292
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"16M 23S",5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Shot",188,37,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",5.59016994374947,79.695153531234
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"15M 55S",5,5,0,0,"Olympic (Women) - United States","Hilary Knight","Shot",174,52,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",17.7552809045647,32.347443499442
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"15M 11S",5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Shot",168,82,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",44.7353327918772,62.0028526387574
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"14M 59S",5,5,0,0,"Olympic (Women) - United States","Amanda Kessel","Shot",178,66,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",25.9470614906582,64.9164059938091
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"14M 41S",5,5,0,0,"Olympic (Women) - United States","Jocelyne Lamoureux","Shot",158,28,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",34.2235299172952,25.0674634380605
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"14M 33S",5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Shot",133,7,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",66.304223093254,32.3717780826096
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"13M 47S",5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Shot",152,63,"Slapshot","Missed","t","f",NA,NA,NA,"Missed",42.2995271841187,28.9888225211915
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"13M 24S",5,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",166,3,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",45.7083143421413,59.7886776141652
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"13M 2S",5,5,0,0,"Olympic (Women) - United States","Amanda Kessel","Shot",176,60,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",21.8002293565916,53.3929251873925
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"12M 6S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",186,44,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",3.35410196624968,26.565051177078
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"12M 5S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",184,43,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",5.02493781056044,5.71059313749963
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"11M 59S",5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Shot",182,42,"Fan","Missed","f","t",NA,NA,NA,"Missed",7.0178344238091,4.0856167799748
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"11M 57S",5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Shot",144,65,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",50.3115294937453,26.565051177078
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"11M 33S",5,5,0,0,"Olympic (Women) - United States","Kali Flanagan","Shot",133,73,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",63.7671545546765,28.5746049900991
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"11M 17S",5,5,0,0,"Olympic (Women) - Canada","Jillian Saulnier","Shot",164,12,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",39.436658073422,50.6594818401625
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"11M 1S",5,5,0,0,"Olympic (Women) - Canada","Melodie Daoust","Shot",161,25,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",33.0189339621981,32.0053832080835
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"10M 35S",5,5,0,0,"Olympic (Women) - United States","Gigi Marvin","Shot",157,22,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",38.0032893313197,32.6446401349165
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"10M 5S",5,4,0,0,"Olympic (Women) - United States","Kacey Bellamy","Shot",131,41,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",58.0193933094789,1.48145717088694
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"9M 39S",5,4,0,0,"Olympic (Women) - United States","Brianna Decker","Shot",130,55,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",60.309617806781,11.9620513976662
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"9M 24S",5,4,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Shot",181,27,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",17.4427635425124,62.7004277886672
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"9M 5S",5,4,0,0,"Olympic (Women) - United States","Hannah Brandt","Shot",186,36,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",7.15891053163818,65.2248594311681
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"8M 49S",5,4,0,0,"Olympic (Women) - Canada","Sarah Nurse","Shot",158,16,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",40.7829621288106,40.5251034937539
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"8M 24S",5,5,0,0,"Olympic (Women) - United States","Monique Lamoureux","Shot",189,50,"Wrap Around","On Net","f","f",NA,NA,NA,"OnNet",7.5,90
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"8M 22S",5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Shot",189,49,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.5,90
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"6M 56S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",145,76,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",55.3014466356894,37.2843264364515
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"5M 45S",5,5,0,0,"Olympic (Women) - United States","Amanda Kessel","Shot",157,56,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",34.7311099736245,22.8736651906267
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"4M 44S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",159,80,"Slapshot","On Net","f","f",NA,NA,NA,"OnNet",48.0234317807464,51.3401917459099
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"4M 39S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",140,46,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",49.1248409666637,4.0856167799748
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"4M 19S",5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",142,64,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",51.6841368313335,24.5815744825687
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"3M 42S",5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",144,57,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",47.2784306000104,17.8600940706791
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"3M 29S",5,5,0,0,"Olympic (Women) - United States","Megan Keller","Shot",157,45,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",32.0975076914081,4.46715906138933
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"3M 17S",5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Shot",162,64,"Snapshot","Blocked","t","t",NA,NA,NA,"Missed",34.5144897108446,38.5301800148268
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"2M 7S",5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",164,33,"Snapshot","Missed","f","t",NA,NA,NA,"Missed",26.7441582406327,20.8067910127112
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"1M 32S",5,5,0,0,"Olympic (Women) - United States","Monique Lamoureux","Shot",135,54,"Fan","Blocked","t","f",NA,NA,NA,"Missed",55.2109590570568,12.0222766861835
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"1M 20S",4,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",141,76,"Fan","Missed","t","f",NA,NA,NA,"Missed",58.5341780500931,34.91183021661
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,"1M 13S",4,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",187,17,"Fan","Missed","f","f",NA,NA,NA,"Missed",25.5783111248573,85.5153939904554
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",153,76,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",49.175705383858,42.9398889762769
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Rebecca Johnston","Shot",159,17,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",39.3732142452201,40.3645365730974
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Haley Irwin","Shot",182,38,"Deflection","Missed","f","f",NA,NA,NA,"Missed",8.32165848854662,32.7352262721076
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",143,46,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",46.1329600177574,4.35107795157389
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Shot",162,4,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",47.0239300782059,54.958070598461
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",1,NA,4,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Shot",174,20,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",27.0416345659799,56.3099324740202
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"19M 47S",4,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Shot",134,62,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",58.3545199620389,19.5217302759202
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"18M 44S",5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Shot",129,4,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",71.2899011080812,32.6869365410106
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"18M 38S",5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Shot",171,8,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",38.9133653132185,62.4471884232822
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"18M 34S",5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Shot",180,28,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",17.066048165876,58.1725534233269
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"17M 58S",5,5,0,0,"Olympic (Women) - United States","Kelly Pannek","Shot",180,43,"Deflection","On Net","f","f",NA,NA,NA,"OnNet",9.01387818865997,3.17983011986416
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"17M 13S",5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Shot",178,53,"Snapshot","Missed","f","f",NA,NA,NA,"Missed",15.2069063257455,43.6677801461304
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"17M 0S",5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Shot",150,63,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",44.0596187001204,27.7282574223191
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"16M 4S",5,5,0,0,"Olympic (Women) - United States","Meghan Duggan","Shot",134,5,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",66.5676347784717,34.286876977209
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"14M 8S",4,5,0,0,"Olympic (Women) - Canada","Haley Irwin","Shot",181,46,"Snapshot","On Net","f","t",NA,NA,NA,"OnNet",8.73212459828649,23.6293777306568
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"13M 29S",4,5,0,0,"Olympic (Women) - Canada","Rebecca Johnston","Shot",188,29,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",13.5369863706809,85.7636052009412
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"13M 26S",4,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Shot",151,23,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",42.7112397385044,27.1649850573319
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"13M 18S",4,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",175,68,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",29.0903764155777,61.2323506611562
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"12M 44S",4,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Goal",175,46,"Snapshot","On Net","t","t",NA,NA,NA,"OnNet",14.4308696896618,14.0362434679265
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"12M 21S",5,5,0,1,"Olympic (Women) - United States","Amanda Kessel","Shot",186,68,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",25.6758641529355,83.2901631922431
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"11M 44S",5,5,0,1,"Olympic (Women) - United States","Monique Lamoureux","Shot",182,44,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.15891053163818,12.0947570770121
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"11M 32S",5,5,0,1,"Olympic (Women) - United States","Monique Lamoureux","Shot",183,30,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",13.865424623862,64.3589941756947
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"11M 18S",5,5,0,1,"Olympic (Women) - United States","Jocelyne Lamoureux","Shot",164,38,"Slapshot","Missed","t","f",NA,NA,NA,"Missed",25.4017715917611,10.2039737217317
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"10M 26S",5,5,0,1,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",146,22,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",47.6366455578056,25.4892005562867
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"9M 34S",5,5,0,1,"Olympic (Women) - United States","Sidney Morin","Shot",140,19,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",54.3438128953058,25.621995944607
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"8M 50S",5,5,0,1,"Olympic (Women) - Canada","Emily Clark","Shot",143,32,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",47.1831537733543,12.8580901729982
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"8M 39S",5,5,0,1,"Olympic (Women) - Canada","Laura Stacey","Shot",180,67,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",26.1007662722764,69.8293465881496
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"7M 29S",5,5,0,1,"Olympic (Women) - United States","Megan Keller","Shot",137,26,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",54.555018100996,17.604633336664
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"7M 5S",5,5,0,1,"Olympic (Women) - United States","Monique Lamoureux","Shot",150,76,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",51.4125471067132,40.6617332085718
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"6M 37S",5,5,0,1,"Olympic (Women) - United States","Hilary Knight","Shot",187,17,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",25.5783111248573,85.5153939904554
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"6M 34S",5,5,0,1,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",176,32,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",16.7107749670684,38.9275435927923
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"6M 28S",5,5,0,1,"Olympic (Women) - United States","Brianna Decker","Shot",185,22,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",20.8865985742054,78.9590598196763
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"6M 12S",5,5,0,1,"Olympic (Women) - United States","Kendall Coyne Schofield","Shot",178,69,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",28.6923334708071,67.4569389999421
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"5M 6S",5,5,0,1,"Olympic (Women) - Canada","Sarah Nurse","Goal",165,14,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",37.2592270451227,49.8990924537878
"2018-02-14","Olympic (Women) - United States","Olympic (Women) - Canada",2,"4M 4S",5,5,0,2,"Olympic (Women) - United States","Emily Pfalzer","Shot",169,77,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",39.8779387631808,59.8986954344003
